R,C,numcourse,jour,hippo,cl,dist,partant,typec,numero,cheque,cheval,sexe,age,cotedirect,coteprob,recence,ecurie,distpoids,ecar,redkm,corde,defoeil,defoeilPrec,recul,gains,musiquept,musiqueche,m1,m2,m3,m4,m5,m6,jockey,musiquejoc,montesdujockeyjour,couruejockeyjour,victoirejockeyjour,entraineur,musiqueent,monteentraineurjour,courueentraineurjour,victoireentraineurjour,coursescheval,victoirescheval,placescheval,coursesentraineur,victoiresentraineur,placeentraineur,coursesjockey,victoiresjockey,placejockey,dernierhippo,dernierealloc,derniernbpartants,dernieredist,derniereplace,dernierecote,dernierJoc,dernierEnt,dernierProp,dernierRedKm,proprietaire,nbcoursepropjour,poidmont,pourcVictJock,pourcPlaceJock,pourcVictEntHippo,pourcPlaceEntHippo,pourcVictJockHippo,pourcPlaceJockHippo,pourcVictChevalHippo,pourcPlaceChevalHippo,nbrCourseJockHippo,nbrCourseEntHippo,nbrCourseChevalHippo,pere,mere,peremere,tempstot,vha,recordG,txreclam,dernierTxreclam,gainsCarriere,gainsVictoires,gainsPlace,gainsAnneeEnCours,gainsAnneePrecedente,jumentPleine,indicateurInedit,handicapDistance,handicapPoids,nbCourseCouple,TxVictCouple,TxPlaceCouple,nbVictCouple,nbPlaceCouple,nbCourseCoupleHippo,TxVictCoupleHippo,TxPlaceCoupleHippo,nbVictCoupleHippo,nbPlaceCoupleHippo,appetTerrain,idChe,idJockey,idEntraineur,defFirstTime,oeilFirstTime,estSupplemente,oeil,devise,id,createdAt,updatedAt
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,4,19000,Into The Groove,M,3,39,0,6,,null,,,0,FF,FF,0,340,6m Dm Da Da Da,6m Da Da Da ,6,10,10,10,0,0,J. Condette,Dm 1m Dm 9a Dm Dm 8m Dm 6m 9a Dm Da Dm Dm 7m Da Dm 4a Da 9a 7a 9m 1m 12a 8m 3m 2m 9a Dm 6m 8m Dm 10a Dm 10m 7a 4m Da 10a Dm 10a 12m 8a 4m 3m 6a Dm Dm 7a Da 3m Dm Dm Dm 9m 5a 6m 9m 7m Da 8a 13m Dm 2m 10m Dm 5a 6m 1a 10m Dm Da 9m 5a 6m 7m 3m 9m Dm 5a Dm 9m 8m 6m 1a 4a Dm Dm 10m Dm 14a 6m Da 3m 4m 3m Dm 2m 8m 6m ,2,0,0,R. Jajolet,3a 6m 9a 7a 12a 5a 2a 11a 6a 4a Da 11a Dm 10a Da Dm 6a Da 10a 7a 12a 2a 12a 3a 8a 12a 1a 6a 8a 8a 10a Da 7a 3a 10a 8a 4a 8a 11a 4a Da 2a 8a 10a 7a 2a 9a 11a 7a Da Da Da 11a Dm Dm 9a 7a 2a Da 11a 7a 11a Da 8m Da 11a 5a 6a 14a 10a 7a Da 6a (20) Da 5a Da ,1,0,0,5,0,0,83,1,9,305,27,70,Cabourg,17000,14,2750,6,27,J. Condette,R. Jajolet,Mme A. Léonardi,"1'17""4",Mme A. Léonardi,1,60,9,23,3.57,17.86,3.57,17.86,0,0,56,28,1,TRAVEL JET,TAMISE,,,,"1'17""4",0,0,34000,0,34000,34000,0,0,0,2750,600,1,0,0,0,0,1,0,0,0,0,2,1472004,187268,116126,0,0,0,,EUR,13278084,2021-12-22T07:00:17.000Z,2021-12-22T07:00:06.000Z
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,5,19000,Indigo d'Occagnes,M,3,19,0,6,,null,,,0,FF,FF,0,410,7m 9a 6a Da,7m 9a 6a Da ,7,9,6,10,0,0,Mlle N. Hardy,12m 9m 3m 7m 4m 7m 5m 9m 4m 8m 5m 7m 7m 4m 3m 5m 4a 1m Da 5a 11a Dm 8a 9a Da 9m 8a Dm 8a 4m Dm 4a Dm 8a 13m 4m 3a 5a 2a 4a 5a 4m Dm Da 4a 9a 4m 8a Da Dm 2a 3m Dm 6a 8m 7a 6a 8a 5a Da 6m Dm 5a 7a 3a Dm 5m 4a Da Dm 1a 4a 8m 6m 6m 6m Da Da Da Dm 2m 4a 4m Da 6a 4m 9a 4m 6a Dm 4a Dm Da 8m 7a 5a Da 4m 7a 6m ,2,0,0,S. Hardy,6a 4a 9m 10a 2a 11a Da 6a 5a 9a 7m 6a Da Da 8a 10m 13a 10a 4m 7m 9a Da 5m 5a 9a 8a 3a 2a Da 5a 9m 7a 10a Da 2a Da 7a 6a 4m 7m 5a 15a 12a 8a Da 7m 5a 11a 7a 7m 7a 4m 6a 5a 3a 13a 2a Da 5m Da 5a 9a Da 4a 2a 6a 9a Da 7a 1m Da 5a 10a Da 8a 1m Dm 2a 7a 5a 9a 5a 1a 11a Dm 9a 1a 10a 9a 6a Da Da 5a 7a 10a 10a 7a 8a 5a 8a ,3,0,0,4,0,0,1010,27,136,179,6,20,Cabourg,17000,14,2750,7,25,Mlle N. Hardy,S. Hardy,Ecurie Sébastien Hardy,"1'18""5",Ecurie Sébastien Hardy,2,60,3,11,2.56,14.96,0,10.59,0,0,85,508,1,TRESOR WIC,INGODA,,,,"1'18""5",0,0,41000,0,41000,41000,0,0,0,2750,600,1,0,0,0,0,1,0,0,0,0,2,1433281,129315,54764,0,0,0,,EUR,13278085,2021-12-22T07:00:17.000Z,2021-12-22T07:00:07.000Z
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,6,19000,Iquito Planchette,H,3,78,0,17,,null,,,0,FF,FF,0,4060,6a 10a Da 6Dm 3a 4m 5a D,10a Da 6DIm 3a 4m 5a Da Da 10a 6a ,10,10,10,3,4,5,Mlle C. Callico,Dm Dm 6m Dm 5m 5m Dm 4m 1m 6m 2m 1m Dm 5m 7m 3m Dm 7m 3m Dm 3m 6m Dm 8m 5m 5m 5m Dm 6m 10m 4m 10m 11m Dm 8m 2m Dm 8m 6m 2m 11m Dm Dm 8m 2m 1m Dm Dm 6m Dm 10m Dm 9m 5m 6m 7m 2m 3m Dm 5m 4m Dm 2Dm 9m 3m 3m 8m 4m Dm 3m 1m 4m 3m Dm Dm Dm 3m 5m Dm 9m 8m 7m 3m Dm 6m 6m Dm 5m 11m 3m 3m Dm 5m Dm 8m 4m 10m 10m Dm 7m ,1,0,0,F. Blandin,Da 9a Da 4a Da 10a Dm 6m 5m 6m 10a 9m 4a 7m Dm 7a 5a Da 8m Da Da 15a Da 9a 5a 12a 9a 10a 8a Dm Da 4a 9a 9m Da 5a 2a 4a 5a 9a Da 10a Da 10a 8a 9a 3a 9a 7a 11a Dm 5m Da Da Da Da 3a Dm Da 8a 10m Da 6a 8a 8a 8a 8m 6a 7m Dm 5a 6a Dm Da 9a 7a 11a Dm 6DIm Dm 5m 9a 6m Dm Da 3a Da Da 8a 11a 9a 12a 9a 11a Da 11a 9a Da Da 9a ,1,0,0,11,0,1,655,17,73,156,12,38,Vire,13000,15,2825,,0,F. Blandin,F. Blandin,Ecurie Franck Blandin,,Ecurie Franck Blandin,1,60,8,24,4.29,13.81,5.77,13.46,0,0,52,420,0,RIESLING,CHANCE UDE,,,,"1'16""3",0,0,406000,0,406000,406000,0,0,0,2750,600,0,0,0,0,0,0,0,0,0,0,1,1501881,137680,35470,0,0,0,,EUR,13278086,2021-12-22T07:00:17.000Z,2021-12-22T07:00:07.000Z
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,7,19000,Ibili d'Occagnes,H,3,6.4,0,6,,null,,,0,FF,FF,0,4750,Dm Dm Dm 2m Dm,Dm Dm Dm 2m Dm ,10,10,10,2,10,0,A. Collette,Dm 2m Da 2m Dm Dm 4a 3a 10a Dm Dm 1m 1m 8a Da Dm 9a 11a 2a 5a 1m 10a 6a 2a 5m 7a Da 5m 7a 12a Da 3a 6a 10a 1a Dm Dm Dm 2m 6a 2m 3m 10m Da 2m 9a 3m 4a 4m Da Dm Da Dm 2m 9m Da 4m 13a 9a 2a 2a 6a 14a 2a Dm 6a 4a 3m Da 7a 1a 5m 12m 13a 3a 1a 4a Da 11m Dm 9m 4a 7a 5a 8a Dm 5a Dm 1m 5a 5a 5m 2a Dm Dm Da Da 4m 9a 16a ,5,0,0,D. Brohier,8a 3a 3a 10m Dm 7a 5m 7a Dm 12a 8a 9a 1a Da Da Dm Da 2a 13a 2m 8a 3a 6a 1a 6a 9a 4a Da 9m 3a 5a 2m 5a 8a Da Dm 5a Da 11a 6a 7m 11a 9a Dm Dm 2a 5a 3a Dm 9a 11a 4a 4a 3a Da 3a Dm 10a 2a 2a Da Da 9a 10a 5a 1a 6m Da Da Da 8m Dm 4a 10a Da Da 6a Da 4a Da Da Da 11a 2a 4a 5a Dm 11a 2a 5a 1a 6m Da 2a 10a Dm Da 9a 7a Da ,2,0,0,5,0,1,274,16,61,561,48,141,Cabourg,17000,14,2750,DAI,7.1,B. Rochard,D. Brohier,D. Brohier,,D. Brohier,2,60,9,25,6.29,13.29,9.34,24.18,0,33.33,182,143,3,BILIBILI,SOURCE D'OCCAGNES,,,,"1'16""5",0,0,475000,0,475000,475000,0,0,0,2750,600,0,0,0,0,0,0,0,0,0,0,1,1519600,160626,52710,0,0,0,,EUR,13278087,2021-12-22T07:00:17.000Z,2021-12-22T07:00:09.000Z
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,8,19000,Ismir de l'Ormerie,M,3,7.8,0,115,,null,,,0,FF,FF,0,6770,7a 4a 4a 1a 8a Da Da Dm ,7a 4a 4a 1a 8a Da Da Dm 6a (20) Da Da ,7,4,4,1,8,10,C. Corbineau,8m Dm 5m 10m 4m 5m 3m 6a Dm 2m 2m 13m Dm 1m 1m 12m Dm 1a 2a 1m Dm 4m Da Dm 5m Da 3a Dm Dm 5m 7m 3m 2m 7m Dm 9m 1a 2m 8m Dm Dm Dm Dm Dm 5a 11m 5DIm Dm Dm 6m Dm 1a Dm 9m 3m Dm 6a 1m 6m 4m Dm Dm 4m 12a 2m Dm Da Dm 2a 5m 9m 1m 4m 4m 5m Dm 1m 12a 9a 1m 5m 3m Da 2m 6a Da 2a 2m 10m Dm 11a 1a 6m 1m 2DIm Dm 5m 8a 12a 3m ,3,0,0,AA. Barassin,7a 2a 6a 11a 2a 4m 7a 1a 3a 3a 4a 6a 2a 1a 1a Da 6a Da 3a 3a 1a 5a 7a 8m 6a 1a Dm 8a 3a Da 2m 4a 6a 4a 3m Da 3a 6a 4a 9a 4a Da 9a 1a 3m 3a 2m 7a Da 8m 7a 6a 8a Da 4a 5a 5a 3a 1a 1a 6a 2a 3a Da 3a 8a 2m 7a Da 4a 4a 1a 6a 2a 5a 2a 6a Da 2a 4m 2a 3m 3a 10a Dm 4a 9a Da 2a Da Da 2a Da 2a Da Dm 1a 6a 1a 2a ,1,0,0,11,1,1,105,11,40,274,31,76,Bernay,13000,14,2800,7,0,AA. Barassin,AA. Barassin,AA. Barassin,,AA. Barassin,1,60,11,28,5.41,20.27,5.04,22.3,0,0,139,74,1,MEMPHIS DU RIB,TOQUADE DU LAC,,,,"1'20""1",0,0,677000,450000,227000,677000,0,0,0,2750,600,0,0,0,0,0,0,0,0,0,0,2,1464442,127142,667,0,0,0,,EUR,13278088,2021-12-22T07:00:17.000Z,2021-12-22T07:00:10.000Z
4,8,1327808,2021-12-22,Cabourg,,2750,13,Monté,9,19000,Impérial Coglais,H,3,3.2,0,6,,null,,,0,FF,FF,0,7200,8m Da 1m,8m Da 1m ,8,10,1,0,0,0,C. Frecelle,Dm Dm 2a 4a 4m Dm 10m 7m 8m 3a 7a 3a 3m 3a 4m Dm 5m Dm 10a 5a 4a 6a 5a 3m 1m 8m 13m 3m 1m Dm 7a 4a 8a 5m 5m Da Dm 8a 2m Da 13a 5m Dm 4m Dm Da Da 7m 11a 8m 1m Da 12a 7m 6m Da 7m 2m 3m 6a Dm 4a Dm 2m 5a 12a Dm 5a Da Da 5m 10m 9a 7m Da 4m 6a Da Da Da 5m 2m 9m 9m 1m 1m 5m 3m Dm Dm 5a Da 7a 7a Da Dm Da Da 1m 6a ,2,0,0,A. Pacary,4m 8m Dm 3a 10a Da 1a Da 4m 10a 9a 10a 10m Da 2a 4a 9a 2m 2a 1m 12a 2m 2a Da Da 1a 3a 7m 4a 1a 1m 4a 6a 7a 2a Dm 7m Da 8a 3m 4a Da 2a Da Da Da Da Da Da 10a 5a 5a 4m 8a Da Da 6m Da 1a 5a 8a 10a 9a 12a 11a Da 6a 8m 3a 8a Da 1a Da Da Da 3a 9a 7a Da 6a Da 4a 6a 7a 4a 1a 9a Da 1m 6a 4a 7a 2a ,1,0,0,3,1,1,98,9,22,268,22,64,Cabourg,17000,14,2750,8,3.6,C. Frecelle,A. Pacary,A. Delaroque,"1'18""7",A. Delaroque,1,60,8,24,7.84,11.76,9.02,31.97,0,0,122,51,1,REAL DE LOU,UNE COGLAISE,,,,"1'14""7",0,0,720000,720000,0,720000,0,0,0,2750,600,2,50,50,1,1,1,0,0,0,0,1,1491966,122776,110211,0,0,0,,EUR,13278089,2021-12-22T07:00:17.000Z,2021-12-22T07:00:11.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,1,58000,Cabernet,H,9,79,0,17,,null,,,0,DD,DD,0,217020,10a 10a 3a 4a 6a 12a Da ,10a 10a 3a 4a 6a 12a Da Da 9a 3a Da 10a Da Da (20) 10a 10a 8a Da 5a Da 3a 2a 7m 4a 9a Dm 9a 11a 3a 3a 7a 8a (19) 4a Da Da Ta 8a Da 4a Da 5a Da 4a 6a Da Da 3a 7a Da 13a 5DIa 16a (18) 1a 4a Da 3a Da 10a 7a Da Da 1a 6a 1a Da 2a 3a 12a 11a 4a 2a Da (17) Da 2a 4a 3a 2a 2a 1a 5a 1a 5a 3a 5a 8a 3DIa Da (16) 4a 2a Da 1a 2a Da 4a Da 2a 4a (15) 10m 3a Da Da 6a ,10,10,3,4,6,12,PE. Mary,2DIa 8m 10a Dm 4a 1a Dm 3a 10a 5a 6m 5a Da 3m 5a 9a 2m Dm 9a 2a 3a 8a 9a 3a 1a Da Da 1a 2a 3a 5m 1m 4a Dm 6m 4a 5a Da Da 12a Da 1a 6a 7a 2a 10a Dm 3a Da 9a 2a 4a 10a Dm 3a 2a Dm Da Dm 5m Da 2a 4a 6a 10a 2a 3m 3m Da Da 6m 2a Dm 7a Dm 2m Da 2m 3m 12a 7a Da 6a 9a Da 14a 3a 8m 5a 6m 3a 3a Da Dm Da 4m 6m 4a 6a 7a ,2,0,0,PE. Mary,2DIa 1m 8m Dm 5DIm Da 10a Dm 10m 9a 1m 10m 1a 2DIm Dm Dm 3a 10a 5a 6m 4a 5a Da 3m 5a 9a 2m Dm 9a 2a 3a 9a 3a 1a Da 6a 3m Da 1a 3a 4m 5m 14a 1m 4a 6m 4a 8a 5a Da Da Da 12a Da Da 1a 6a 7a 2a Dm 3a Da 9a 2a 10a Da 7a 1a 3a 12a 1m 8a Dm Dm 3a 2a Da 5m 3m 2a 5a 4a Da 6a 2a 3m 3m Da 2a Dm Da 7a 4m 2m Da 2a 12a Dm Da Da ,2,0,0,105,6,26,155,12,48,132,6,35,Paris-Vincennes,51000,16,2850,10,69,PE. Mary,PE. Mary,PE. Mary,"1'14""4",PE. Mary,1,,5,27,7.97,23.91,4.21,17.89,7.89,31.58,285,276,38,PRINCE GEDE,NEOPHYTE,,,,"1'12""8",0,0,21702000,5670000,16032000,1052000,3253000,0,0,2850,-1,71,2.82,21.13,2,15,19,0,10.53,0,2,1,1189511,91250,91250,0,0,0,,EUR,13278091,2021-12-22T06:37:31.000Z,2021-12-22T06:36:56.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,2,58000,Diablo d'Herfraie,H,8,82,0,66,A,null,,,0,FF,DD,0,244200,0a 8a 2m 9a 10a 0a 8m 2m,8a 2m 9a 10a 8m 2m 7a 5a 4a 6a 3a 8a (20) 7a 8a 14a 9a 9a 5a 2a 4a 5a 10a 1a (19) 9a 3a 3a 5a 8a 8a 8a 5a 5a 10a 10a 5a 2a 5a (18) 3a 1a 4a 4a 4a 1a (17) 1a 1a 10a 4a 5a 2a 10a 1a 9a 5a Da 1a (16) 1a 1a Da ,8,2,9,10,8,2,C. Thomain,2a 6a 3a 7a 8a 1a 9a 10a 6a 9a Da 2a Da Da 3a 3a 10a 7a Da Da 7a 7a 10a 3a 5a 1a 3a 4a 6a 2a 5a 1a 10a Da 5a 1a 9a 2a 7a 9a 1a 5a 8a Da 11a 1a Da 2a Da 7a Da 9a 8a 3a 5a 10a 1a 3a 6a 1a 3a 4a 2a 7a 2a 4a 1a 2a Da 6a 3a 3a Da 3a 7a Da 10a 5a 7a 1a 6a 7a 3a 6a 6a 1a 3a 9a 4a Da 5a Da 7a Da 4a 6a 7a 6a 3a 5a ,2,0,0,JP. Thomain,3m 1a 2a 9a 3m 6a 1a 5a 7a 13a 3a 7a 8a 11a 5a 10a 3a 1a 1a 9a 5a 10a 10a 7a 6a 9a 2m 6a 9a 1a 6a Da 6m 2a 12a Da Da Da 3a 3a 3a 5a 6a 3m 10a 1a Da Da 7a 7a 9a 7a Da 6a Da 6a 5a 7a 7a 10m 4a 4a 10a 3a 5a 1a 4a 3a 4a Da 6a 7a 7a 2a 4a 3a Da 5a 5a 9a 1a 7a 4a 10a 4a Da 4m 5a 2m 1a 1a 9a 2a 7a 4a 2a 2a Dm 9a 10a ,4,0,0,62,9,18,486,61,171,174,13,53,Enghien,52000,13,2875,NP,0,A. André,JP. Thomain,Ecurie du Haras d'Erable,,Ecurie du Haras d'Erable,3,,7,30,13.68,33.41,2.38,23.81,22.73,45.45,42,446,22,JASMIN DE FLORE,SILICE D'HERFRAIE,,,,"1'11""6",0,0,24420000,13320000,11100000,3532000,3271000,0,0,2850,-1,9,0,0,0,0,0,0,0,0,0,1,1236002,85629,13958,0,0,0,,EUR,13278092,2021-12-22T06:37:31.000Z,2021-12-22T06:36:57.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,3,58000,Dream,H,8,26,0,11,,null,,,0,DD,DD,0,244250,6a 5a 7a 10a 8a 3a 5a 6a,6a 5a 7a 10a 8a 3a 5a 6a 1a 4a 10a 8a Da (20) 12a 13a 3a 2a 1a 9a 9a 11a 12a 13a Da Da 1a 12a 2a 6a 10a (19) 3a Da 6a 4a 2a 1a 10a 5a 6a 6a 5a 1a 2a 9a 8a 9a 8a 12a 2a (18) 5a 4a 9a 10a 6a 1a 1a 3a 1a 1a Da 6a 3a 5a 6a 5a (17) 6a 7a 1DIa Da 7a 2a 3a 1a 2a 3a 6a (16) 4a 1a 2a 3a 4a ,6,5,7,10,8,3,D. Bonne,1m 4a Dm 3a 7a 11m 3m Dm 4a 9a 7a 12a 4a Dm Da 6a Da Da Dm 5m 5m 9a 5m 11a 13a Dm Dm 6a 1m Da 2m Dm 4a 1a 2m Da Da Da 10a 2DIm Da 4a 1m 10a 1m Dm 4a Dm Da 2m 6a Dm 8a 9a Dm 4m 2m Dm 10a 11a 5a Dm Dm 2a Dm Dm 8a Dm 13a 11a 2a 1a Da 2m Da 6a 5a 7m 2a 2m 3a 13a Da 7a 1m Da Da 1m 10m 9a Da 10a 7a 7a 6m Dm 5m Da 6a Da ,4,0,0,Y. Henry,6a 3a 2a 7a 6a 3a 8a 5a 6a 9a 4a 7a Da 12a 5m 7a Dm 5m Da 1a 7a 6a 2a 1a 2a 6a 6a 13a 1m 3a 5a 6a 3a 3a 5a 5a 1a 1a 5DIa 5a 1a 1a Dm Da 4m 4a 10a Da 1a 2a Da 5a Da 3a 1a Da 2a 4a 1a 2a 4a Da 3a 1a 1a 3a 4a 1a 3a Da 6a 10a 2a 8a 2a 1a 1a Da Da 3a 2a 4a 9a 3a 8a 11a 7a 1a 6a 8a 1a Da 12a Da 2a 10a 2a 7a 1a Da ,3,0,0,82,11,27,689,103,223,576,53,146,Paris-Vincennes,51000,14,2100,6,9.2,M. Abrivard,Y. Henry,J. Larquet,"1'12""3",J. Larquet,1,,9,25,30.26,39.47,8.58,23.76,5,15,2471,76,20,COKTAIL JET,IMAGINE D'ODYSSEE,,,,"1'12""3",0,0,24425000,12420000,12005000,3389000,3952000,0,0,2850,-1,0,0,0,0,0,0,0,0,0,0,1,1235110,107998,65878,0,0,0,,EUR,13278093,2021-12-22T06:37:31.000Z,2021-12-22T06:37:01.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,4,58000,Cadet,H,9,11,0,10,,null,,,0,DD,DD,0,245670,9m 6a 4a 5a 6a 9a 6a 5a ,9m 6a 4a 5a 6a 9a 6a 5a 3a 5a 3a 7m 2a 15a Da Da 1a (20) Da 4a 6m Da 10a 8a 8m Da (19) 9m 1m 2m 5m Dm 2m 4m 3m 12m Da 8a 11a Da Da (18) 6m Da 6a 1m Da 5m 5Da 1a 1a 15a (17) Dm 3m Da 6a 9a 8m Da 1m (16) Da 1m 6a 4a 6a Da 4a 7a (15) 1m 2a 1a 2a ,9,6,4,5,6,9,F. Nivard,2a 8a 1a 8a 12a 11a 12a 13a 8a 7a 3a 1a 6a Da 4a 5a 4a 9a 8a 1a 2a 4a Da 2a Da 4a 3a Da 6a 2a Da 5a Da 3a 10a 1a 8a 2a 2a 4a 1a 2a 11a 6a 5a Da 3a 10a 11a 5a 10a 5a 3a Da 6a 6a 2a 1a 1a 4a 10a 2a 7a 6a Da 5a 3a 5a 6a 1a 6a 8a 12a 11a 3a 3a 8a 6a Da 5a 1a 8a 7a 5a 14a 1a 7a 4a 4DIa 5a 2a Da 12a 9a 1a 15a 6a 2a 6a 2a ,5,0,0,B. Goetz,1a 4a 1m 2a 10a 6m 9m 8a Da Da 1a 6a 2m Dm 4DIa 6m 7m 3m 1m Dm 8m 13a 1a 5a Dm 2m 7a 7a 1a 2a Dm 3m 1m 7m 10a 6a 3a 6a 10a 2a 9a 5m 8a 2a 5a 5a 4m 3a 9a 6a Da Dm 1m Da 4a 4a Da 2m 5m 8m 2a 8a 4a 1a Dm 5m Da 6a 15a 3m Da 2a Da Dm 6m 12a Da 9a 11a 3a 7m 8a 8a Da 8a 2a Dm 5a Da 5a Da 1a Da Da 11a 2a Da 5a 3a 5a ,2,0,0,70,9,18,437,36,119,1449,183,549,Paris-Vincennes,58000,16,2850,9,20,Mlle M. Beudard,B. Goetz,Ec.Haras des Quatre Vents,"1'13""1",Ec.Haras des Quatre Vents,2,,13,38,11.11,31.67,11.76,32.88,16.22,32.43,5730,360,37,QUILON DU CHATELET,JEYRA,,,,"1'11""9",0,0,24567000,14535000,10032000,5524000,412000,0,0,2850,-1,7,0,14.29,0,1,2,0,50,0,1,1,1197022,10935,84524,0,0,0,,EUR,13278094,2021-12-22T06:37:31.000Z,2021-12-22T06:37:05.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,5,58000,Dandy de Godrel,H,8,92,0,11,,null,,,0,FF,DD,0,247630,8a 10a 8a 12a 10a 1a 8a ,8a 10a 8a 12a 10a 1a 8a 5a 5a 6a (20) 3a 6a (19) 9a 7a 7a 6a 1a 6a 13a 1a (18) 3a Da 7a 4a Da 3a 3a 3a 2a (17) 5a 3a 5a 2a 16a 1a 6a 1a 7a (16) 6a 2a 2a 6a (15) 1a 1a Da ,8,10,8,12,10,1,E. Duperche,8a 3a Da Da Da Da 5a 6a 6a 14a 10a 5a 9a Da 7a 8a 10a ,1,0,0,B. Goop,Da 3a 6a 5a 6a 3a 10a 3a 6a 10a 3a 8a 2m 4a 2a 2a 7a Da 4a Da 6a 2a 1a 3a Da Da 6a 8a 3DIm 3a 4a 10a 12a 4a 3a 8a 9a 8a 6a 8a 3a 5a 1a 8a Da 6a Da 7a 9a Da 1a 2a 3a 5a 2a 4a 5a 1a 13a 2a 6a 5a 4a 2a 4a 12a 10a 2a 6a 9a 1a 7a 2a Da 3a 1a 1a 4a 2a 2a 1a 3a 10a Da 2a 7a 3a 7a 9a 1a Da 1m 4a 1a 6a 4a 7a 3a 4a 13a ,9,0,0,45,7,17,1419,180,517,20,0,1,Paris-Vincennes,51000,14,2100,8,20,A. Barrier,B. Goop,Stall Goop AB,"1'12""3",Stall Goop AB,1,,0,5,6.84,24.53,0,0,13.79,44.83,7,746,29,TIMOKO,NIGELLE WITT,,,,"1'12""1",0,0,24763000,12900000,11863000,2035000,812000,0,0,2850,-1,0,0,0,0,0,0,0,0,0,0,1,1199692,4862,79929,0,0,0,,EUR,13278095,2021-12-22T06:37:31.000Z,2021-12-22T06:37:08.000Z
1,1,1327809,2021-12-22,Paris-Vincennes,,2850,16,Attelé,6,58000,Dream To Gis,H,8,11,0,11,,null,,,0,DD,DD,0,252900,4a 3a 4a 1a 2a 6a 5a 8a ,4a 3a 4a 1a 2a 6a 5a 8a Da 8a 12a 8a (20) 4a 1a 3a Da 1a 1a 2a 2a 2a Da 2a 2a (19) 13a 1a 7a 2a 4a 1a 2a 2a 9a 2a 2a Da Dm 12a (18) 2m 2a Dm Da 13a 2a 8a Da 4a 8a 3a (17) 3m Da 7a 1a Da Da 1a (16) 1a 2a 1a 1a ,4,3,4,1,2,6,JP. Monclin,15a 9a Da 8a Da 11a 4a Da 5a 11a 3a 4a 7a 11a 5a 1a Da 1a 1a 1a 2a 10a Da 3a 14a Da Da 1a Da 2a 11a 4a 15a 8a 3a 2a 2a 4a Da 2a 4a 2a Da Da 6a Da 4a 7a 1a 1a 3a 8a Da Da Da 8a 3a 3a Da 4a 1a 5a 5a 3a 3a 1a 1a Da Da 6a 1a 12a 3a 2a Da Da Da 6a 6a 6a 8a 9a 4a 5a 1a Da 8a 4a 1a 2a 5a 6a 6a 7a 10a 3a 1a 3a 7a 9a ,3,0,0,C. Hamel,Da 3m 9a 1a 4a 4a 1m 3a 6a 3a 4a 2a 14a Da 2a 5m 4a Da Dm 1a 7a 9a 1a 9a 1a 4a 6a 1m 10a 9a Da 2a 5DIa 2a 9m 1m 10m 9a 2m 1a 4a 4a 6a 1a 3a 2m 5a Da 4a 1a 1a 5a 4a 5a 1a 2a Da 11a 1a Da 4a 5a Dm 7a Da 3a 1m 2a 8a 8a 8a 2a 4a 6a 6a 2a 8a 1a 7a 9a 12a Da 2a 8a Da Da 5a 3a Da Da 9a 8m 2a 5a 3a 5a Da 2a 11a 8a ,1,0,0,60,11,30,142,24,47,755,106,242,Paris-Vincennes,51000,14,2100,4,9.8,F. Lagadeuc,C. Hamel,Ecurie Maréchal,"1'12""0",Ecurie Maréchal,1,,14,32,10.71,31.12,7.11,22.38,16.67,33.33,1434,196,18,NIKY,ROCKY MOUNTAIN,,,,"1'12""0",0,0,25290000,13095000,12195000,4244000,7176000,0,0,2850,-1,5,40,60,2,3,0,0,0,0,0,1,1226059,103077,72007,0,0,0,,EUR,13278096,2021-12-22T06:37:31.000Z,2021-12-22T06:37:11.000Z
