R,C,numcourse,jour,hippo,cl,dist,partant,typec,numero,cheque,cheval,sexe,age,cotedirect,coteprob,recence,ecurie,distpoids,ecar,redkm,corde,defoeil,defoeilPrec,recul,gains,musiquept,musiqueche,m1,m2,m3,m4,m5,m6,jockey,musiquejoc,montesdujockeyjour,couruejockeyjour,victoirejockeyjour,entraineur,musiqueent,monteentraineurjour,courueentraineurjour,victoireentraineurjour,coursescheval,victoirescheval,placescheval,coursesentraineur,victoiresentraineur,placeentraineur,coursesjockey,victoiresjockey,placejockey,dernierhippo,dernierealloc,derniernbpartants,dernieredist,derniereplace,dernierecote,dernierJoc,dernierEnt,dernierProp,dernierRedKm,proprietaire,nbcoursepropjour,poidmont,pourcVictJock,pourcPlaceJock,pourcVictEntHippo,pourcPlaceEntHippo,pourcVictJockHippo,pourcPlaceJockHippo,pourcVictChevalHippo,pourcPlaceChevalHippo,nbrCourseJockHippo,nbrCourseEntHippo,nbrCourseChevalHippo,pere,mere,peremere,tempstot,vha,recordG,txreclam,dernierTxreclam,gainsCarriere,gainsVictoires,gainsPlace,gainsAnneeEnCours,gainsAnneePrecedente,jumentPleine,indicateurInedit,handicapDistance,handicapPoids,nbCourseCouple,TxVictCouple,TxPlaceCouple,nbVictCouple,nbPlaceCouple,nbCourseCoupleHippo,TxVictCoupleHippo,TxPlaceCoupleHippo,nbVictCoupleHippo,nbPlaceCoupleHippo,appetTerrain,idChe,idJockey,idEntraineur,defFirstTime,oeilFirstTime,estSupplemente,oeil,devise,id,createdAt,updatedAt
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,4,19000,Grâce à Vous,F,5,14,0,17,,null,,,0,FF,FF,0,29930,3a 4a 4a 4a 10a 8a 10a 6,4a 4a 4a 10a 8a 10a 6a 3a 2a 4a 8a 5a 3a 6a (20) 6a 3a 7a 7a Da 6a 8a 5a 4a 1a (19) 6a 5a 6a 2a 7a Da 6a ,4,4,4,10,8,10,PY. Verva,3m Da 3a 1a 9a Da 8a 1a Dm 3a 1a 8m 8a Dm 7m 3a Dm 6m 4m 12a 3a 7a Da 11a 11a 3a Da Dm Da 8m 5a 8m 10a 2a Da 14a Dm 8a 4a Da Da 5a 11a 6m 6a 8a 3a 4a 2a 5a 13a Dm 13a 1m 5a 6a 2a 2a 13a 1a Da 2a Da 3a 5a Da 9a 1a Da Dm 9a 12m 8m 7m 9a Da 2a 9a 9a Da 1a Da 1a 7a 8a 11a 12a 10a 3a 7m Da 11m 13a 2a Da 3a 2a 2a 2a 8a ,5,0,0,JF. Popot,7a 4a 5a 5a 11a 8a 7a 9m 6a Da 2a 4m 7a Da 2a 8a Dm 8a Da 1a Da 4a Dm 9a 7a 1m 7a 4a 5a 4a 1a Da 1a 3a 3m 1a 7a 6a 1m 6a Da 9m Da Da 3a 3m Da Dm Da 3a 10a 11a 4a 8a Da 4a 5a 8a 2m 9a 3a 5a 5a 5a 10a 1a 7a Da 5a 1a Dm 3a 6a 1a Da 10a 5a 6a 9m 8a 4a 6a 8a 6a 10m 10a 2a 1a 2a Da Da 7a 4a 6a Da 7a 6m 6a 6a Da ,4,0,0,32,1,6,248,19,56,956,82,276,Mauquenchy,14000,16,2850,,0,T. Barassin,JF. Popot,Ec.Jean-François Popot,,Ec.Jean-François Popot,1,,9,29,11.76,29.41,4.05,18.92,0,0,148,119,1,NI HO PED D'OMBREE,UNA CHICA,,,,"1'15""3",0,0,2993000,585000,2408000,1498000,1051000,0,0,2750,-1,1,0,0,0,0,0,0,0,0,0,1,1376778,66418,11949,0,0,0,,EUR,13278024,2021-12-22T06:55:34.000Z,2021-12-22T06:55:22.000Z
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,5,19000,Galga d'Escrit,F,5,19,0,19,,null,,,0,DD,DD,0,30520,6a 1a 6a 5a 4a Da 3a 0a ,1a 6a 5a 4a Da 3a 6a Da 2a 4a Da (20) 2a 3a 1a 2a Da Da Da Da Da (19) 6a 3a 6a 7a 7a ,1,6,5,4,10,3,S. Baude,10a 3a 6a 5a Da Da 10a 2a 8a Da 1DIa Da Da 1a Da Da 2a Da Da Da 12a 12a 11a 5a 4a 4a 1a 10a 7a 4a Da 5a Da Da 3a Da 7a 6a 9a 4a Da 13a 1a 1a 5a 2a 6a 3a 1a Da 3a 8a 1a 7a 2a Da 10a 3a Da 6a Da Da 1a 10a 4a 1a 3a 4a Da 10a 7a 9a 1a 14a Da 8a Da 1a 2a 5a Da 2a 7a Da 9a 9a Da 10a 5a 10a 9a 9a 3a 8a Da 7a Da 7a Da 7a ,5,0,0,A. Randon,4a Da Da 3a Dm 3a 14a 2a 7a 5m 4a 4a 4a Dm 1a Da 7a 3m 12m 5m 4a 2a 10a 14a 1a 1a 4a 3a 7a 2a 9a 13a 2a Da Da Dm Da Da Da 15a 6a Da Dm 5a 4m 3a 14a 2a Da Dm Da 5a 2a 7a 6a Da 5m 12a 2a 8a Da Da Da 7a 5a 5a Da 2a 8m 7a 6a Da 2a 4a Dm Da Dm 4a Da 5a 8a Da Da 1a 9m Dm 1a Da 5a 4a 1a 5a 8a 1a 7a Da 3a 5a 6a 3a ,1,0,0,27,2,8,237,17,54,417,26,80,Chartres,17000,12,2800,,0,E. Raffin,A. Randon,Mme J. Parrot,,Mme J. Parrot,1,,6,19,10,20,5.77,14.74,0,0,156,80,0,QUAKER JET,TAHITI D'ESCRIT,,,,"1'14""4",0,0,3052000,1080000,1972000,1530000,1277000,0,0,2750,-1,2,0,100,0,2,0,0,0,0,0,1,1386314,70456,108406,0,0,0,,EUR,13278025,2021-12-22T06:55:34.000Z,2021-12-22T06:55:24.000Z
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,6,19000,Gigi des Neuf Clos,F,5,11,0,24,,null,,,0,DD,DD,0,30600,0a 12a 9a 7a 5a 9a 8a 8a,12a 9a 7a 5a 9a 8a 8a 3a 1a 7a 9a 1a 6a (20) 9a 8a 12a 6a 6a 2a 5a 9a 10a 5a 2a 5a 5a 5a (19) 8a 5a Da 8a 10a Da Da 1a 5a ,12,9,7,5,9,8,S. Pillon,7a 4a 13a Da 5a 6a 10a 2a 12a 11a 6a Da 4a 3a 10a 2a Da 4a 6a 11a 7a 5a 8a 5a 11a 15a 10a 8a 5a Da 9a 9a Da 2a 1a 11a Da 4a Da 1a 8a 1a 3a 6a 6a 6a Da 4a 4a 4a 5a 5a 1a Da 5a Da 3a 9a Da Da 8a 10a 9a Da 6a 6a 13a Da 7a Da Da 12a 10a 8a 7a 6a 3a 9a 14a 10a 2a 4a Da Da 6a 5a 3a 5a 9a 9a 5DIa 5a 6a 6a Da 4a 4a (20) 9a ,2,0,0,S. Pillon,7a 6m 4a 7a 3m 13a Da 4a 5a Da 6a 10a 11a 2a 12a 11a 6a Da Da 4a 10a 3a 9a 2a 14a Da 8a Da 6a 11a 7a 1a 5a 8a 5a 11a 11a Da 15a 4a 10a 5a 5a 8a 3a 5a 7a 9a 9a Da 2a 1a Da 11a 7a 4a Dm Da 11a 6a 1a 8a 1a 3a 7a 6a 9a 6a 2a 6a Da 5a 4a 4a 4a 5a 5a 5a 1a Da 5a 11a 9a Da 6a 1a 3a 9a Da Da Da 13a 7a Da Da 3a 8a 10a 5a 9a ,2,0,0,37,3,6,162,8,24,99,4,13,Cherbourg,13000,14,2625,,0,Mlle A. Szirmay,S. Pillon,S. Pillon,,S. Pillon,2,,4,13,5.88,17.65,7.69,7.69,0,0,13,17,1,SOLEIL DU FOSSE,TANA DES NEUF CLOS,,,,"1'15""9",0,0,3060000,1710000,1350000,1408000,947000,0,0,2750,-1,20,0,5,0,1,1,0,0,0,0,1,1372535,113095,113095,0,0,0,,EUR,13278026,2021-12-22T06:55:34.000Z,2021-12-22T06:55:24.000Z
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,7,19000,Grâce de Vandel,F,5,5.4,0,149,,null,,,0,DD,DD,0,31340,9a 10a 6m 2a 2a 1a 3m 4a,9a 10a 6m 2a 2a 1a 3m 4a 4m 5m (20) 5a 3a 7a 4a 3a 12a 3a 6a (19) 4a 5a 7a 3a 6a 4a 8a ,9,10,6,2,2,1,A. Desmottes,4a 9a 1a 3a Da 9a 5a 5a 5a 7a 5a Da 4a 7a 4a 8a 1a 7DIa Da 10a 9a 8a 8a 12a 13a 5a 10a 2a Da Da 4a Da 8a 5a 16a 3a 2a 2a 4a 2a 5a 10a 4a 1a 1a 9a Da 2a 7a 3a 9a 6a 5a Da 1a Da 9a Da 2a Da 7a 3a 12a 4a Da 2a 3a 9a 3a 2a 2a 2a 2a 3a 3a 9a 6a 2a 9a 9a Da 6a 4a 5a 4a 2a 7a 1a Da 3a 4a 6a Da 8a 8a 4a 7a 3a 8a 2a ,3,0,0,A. Desmottes,4a 2a 1a Da 3a 3m Da 9a 1m 5a 3m 2m 3m 5a 7a 5a Da 6m 6a 4a 7a 11a 4a 8a 1a 5m 10a 5a 9a 4m 2m 9a Da 2DIm 11a 8a 8a 12a 4a Da 4m 5a 10a 2a Da 1m Da 4a Dm 8a 12a Da 5a 3m 11a 16a 2a 1m 9a 2a Da Da 13a 8a 9a Da 2m 9m 11a 1m 1m 5a Dm 4a 10a 4a 6a 7m 3DIm 3a Da 4a 10a 4a 1a 2m 1a 9a Da 2a 6a 5a 4m 6a 7a 3a 9a 6a 5a Da ,3,0,0,25,1,8,349,29,103,200,15,61,Guerlesquin,16000,16,2900,9,0,A. Desmottes,A. Desmottes,P. Lecat,,P. Lecat,1,,8,31,13.75,30,15.91,31.82,0,0,44,80,0,SAXO DE VANDEL,PRINCESS WILD,,,,"1'14""8",0,0,3134000,630000,2504000,2015000,666000,0,0,2750,-1,4,25,75,1,3,0,0,0,0,0,1,1358561,27274,27274,0,0,0,,EUR,13278027,2021-12-22T06:55:34.000Z,2021-12-22T06:55:25.000Z
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,8,19000,Good Expression,F,5,11,0,67,,null,,,0,PF,PF,0,31500,6a 4a Da Da 4a Da 8a 2a ,6a 4a Da Da 4a Da 8a 2a Da Da 6a 1a Da (20) 4a Da 1a 4a 1a 6a Da 6Da 5a 8a 2a 4a ,6,4,10,10,4,10,A. Popot,4a 5a 5a 11a 8a Da 2a 10a Da 2a 8a Da 1a 7a 7a 4a 1a 3a 6a 6a Da 10a Da 5a 4a 8a 9a 3a 5a 5a 10a 1a 1a 3a 6a 4a 4a 8a 6a 10a 2a Da 7a Da Da 6a 4a 6a 6a 3a 4a Da 4a Da 4a Da 3a 8a Da Da Da 3a 8a Da 4a 9a Da 3a 3a 6a 3a Da 5a 8a Da 2a 3a 5a 8a 9a Da 4a 10a 6a 3a 8a Da 5a Da 2a Da 7a Da 8a 6a 2a 2a 10a 4a Da ,2,0,0,JF. Popot,7a 4a 5a 5a 11a 8a 7a 9m 6a Da 2a 4m 7a Da 2a 8a Dm 8a Da 1a Da 4a Dm 9a 7a 1m 7a 4a 5a 4a 1a Da 1a 3a 3m 1a 7a 6a 1m 6a Da 9m Da Da 3a 3m Da Dm Da 3a 10a 11a 4a 8a Da 4a 5a 8a 2m 9a 3a 5a 5a 5a 10a 1a 7a Da 5a 1a Dm 3a 6a 1a Da 10a 5a 6a 9m 8a 4a 6a 8a 6a 10m 10a 2a 1a 2a Da Da 7a 4a 6a Da 7a 6m 6a 6a Da ,4,0,0,25,3,5,248,19,56,137,4,28,Cabourg,22000,14,2725,6,42,A. Popot,JF. Popot,Mme R. Popot,"1'14""3",Mme R. Popot,1,,3,20,11.76,29.41,13.85,24.62,0,0,65,119,2,SUN CERAVIN,PRETTY,,,,"1'14""3",0,0,3150000,1665000,1485000,1413000,1737000,0,0,2750,-1,17,5.88,17.65,1,3,2,0,0,0,0,1,1376717,164637,11949,0,0,0,,EUR,13278028,2021-12-22T06:55:34.000Z,2021-12-22T06:55:25.000Z
4,5,1327802,2021-12-22,Cabourg,,2750,14,Attelé,9,19000,Gitane des Prés,F,5,14,0,12,,null,,,0,DD,FF,0,32290,11a 9a Da Da 1a Da 11a 9,11a Da Da 1a Da 11a 9a Da 3a Da Da Da Da 8a 3a 7a 8DPa Da 4a 1a (20) 5a 1a 6a Da 8a 3a 10a 10a 8a 6a 6a Da Da 10a (19) 2a 9a Da 5a 4a 4a 7a 4a 6a 5a 8a (18) Da 6a ,11,10,10,1,10,11,S. Hardy,11a 6a 4a 1a 4a 2a Da Da 6a 5a 6a Da Da 9a Da 5a 9a 7a Da 2a 12a 7a 6a 5a 11a 7a 7a 6a 3a 2a 5a 4a 9a Da 2a 6a 9a 10a Da 9a 1a 9a 10a 9a Da 10a 13a 10a 6a 3a 9a 3a 3a 5a Da 6a 12a 3a 9a 7a 11a 7a 4a 6a 8a 8a 7a 2a Da 4a 4a 8a 5a Da 8a 5a 1a 6a 9a 3a 4a 13a 7a 6a 7a Da 2a Da 12a Da 7a Da 6a 4a Da 4a 3a 7a 9a 6a ,3,0,0,JM. Guillotte,4m 10m 5a 5a 9a 7m Dm 11a 7a 4m 7a 8a 12a 11a 2a 3m 1m 2a 3a 6m 4a Da Dm 10m Dm 10a 5a 9a 5a 7m Da 8a 9a 7a 3a 1a 8a Da Da Da 5a 5a Da 5m 2a 8a Da 9a 3a 3m 7a 5a 3a Da 7m 7m 5a 10a Dm 10m Dm 1m 6a 3m 8a 8a 6a 6a 8a 6m 5m Da Da Da Dm 4a 10a Da Dm 2a Da 9m 5a 5a 1a 12a Dm 7m 3m 5a 2m Dm 1a 5m 5a Dm 2a Da 7a 1a ,2,0,0,50,3,7,347,14,61,537,22,97,Mauquenchy,20000,18,2850,11,53,A. Collette,JM. Guillotte,L. Guillotte,"1'22""7",L. Guillotte,1,,4,18,2.34,6.25,3.76,17.29,0,0,266,128,2,OARDO,LEA DES BOSQUETS,,,,"1'14""6",0,0,3229000,1575000,1654000,1823000,728000,0,0,2750,-1,6,16.67,33.33,1,2,0,0,0,0,0,1,1342731,54764,25610,0,0,0,,EUR,13278029,2021-12-22T06:55:34.000Z,2021-12-22T06:55:28.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,1,19000,Herrera Ellis,H,4,45,0,15,,null,,,1,PF,PF,0,30000,7a 5a 2Da 4a Da 3Da 2a 4,7a 5a 2DIa 4a Da 3DIa 2a 4a 5a 1a Da 3a Da 6a 1a 7a (20) Da 7a Da 2a 9a 4a 4a Da 10a 8a ,7,5,10,4,10,10,F. Anne,5a 9a 3a 4a 1a 2a 7a 9a 9a Da 13a 6a 7a Da Da 2a 6a 3a Da Da 11a 3a 8a 11a 11a 9a 2a 6a 7a 11a 10a 2a 7a 4a 2a 3a 4a 9a 4a 9a 4a 2a 11a Da 9a 4a 12a 6a Da 1a 2a 2a Da Da 10a 8a 4a Da Da 7a 3a Da 1a 8a 1a 3a 3a 4a 4a 3a 2a Da 10a 7a 8a 4a 4a 3a 7a 4a 6a 9a Da Da 2a 4a Da Da 1a 1a 3a Da 3a Da Da 4a 8a 8a 5a 8a ,3,0,0,L. Barassin,6a 8m 3a 7a 5a 3a 4DIa 8a 1a 10a 2m 2DIa 4a Da 8a 7a Dm Da 3a 3a 5a 13a Da 4a Da 1a 6a Da 3m Da 7a Da 1a 9a 3a Da 3a 9a 1m 9a 14a 2a 3a 6a 1a 2m 2a 7a 6a Da 8a Da 5a 3a 3a 10a 3DIa Da Da 3m 9a 2a 3a Da 7a 1a 4a 3a 2a Da 4a 1a 5a Da 4a 1a Da Dm 9a 3m Da 4a 5a 2a 6a 5a 5a 3a 4m 8a 9a 5a Da 4a 10a 7a Da 9a 5m 11a ,1,0,0,26,2,5,122,10,37,370,14,84,Graignes,16000,14,2725,7,5.7,T. Barassin,L. Barassin,L. Barassin,"1'19""3",L. Barassin,1,,4,23,2.9,17.39,7.38,24.92,0,33.33,325,69,3,QUARO,OLINSKA DE LOU,,,,"1'15""0",0,0,3000000,1170000,1830000,2473000,527000,0,0,2050,-1,0,0,0,0,0,0,0,0,0,0,1,1402999,61550,610,0,0,0,,EUR,13278031,2021-12-22T06:50:53.000Z,2021-12-22T06:50:44.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,2,19000,Hercule de Béa,H,4,18,0,12,,null,,,2,FF,FF,0,31870,5a Da 5a 3a 1a Da 1Dista,5a Da 5a 3a 1a Da 1Da 7a 4a 1a 4a 5a 5a 4a 6a Da 5a (20) 5a 1a 7a 6a 2a Da ,5,10,5,3,1,10,L. Verva,1a 5a 8a 5a 9a Da 11a 4a 8a 4a 5a 4a 4a 6a 13a 6a Da 5a 5a 3a Da 8a 10a 5a 5a 5a 10a 11a 7a 6DIa Da 6a 4a 1a 3a 1a 9a 5a 4DIa 5a 8a 5a 6a 10a 7a 9a 3a Da 6a 2a 1a 7a Da 3a 1a 4a 5a 4a 4a 1a 3a 4a 2a 7a 3a Da Da 6a Da 7a 2a 8a 7a Da 4a 4a 6a 1a 9a 6a 7a 6a 7a 8a 7a Da 1a 2a Da 1a 4a 7a Da 6a 5a 1a 1a 5a 3a Da ,1,0,0,L. Verva,4m 1a Dm 5a Da 5a 11a 2a Da 5a 9a 7a Da 4a Da 3m 11a 4a 6a 8a 4a 4a Da 1a 13a Da 7a 5a 5a 3a Da 5a 5a 9a 10a 11a 7a 2Da 6DIa Da 6a Da 1a 15a 3a Da 9a 5a 3a 8m 5a 4DIa 5a 2a 5a Da 8a 10a 6a Da Da 9a 4a 3a 11a 8a Da Da 1a Dm Da 6a 2a 6a 2a 3a 9a 7a 10a 4a Da 11a 3a 7a 1a Da 4a 1a 1a 6a 4a 2a Da 3a Da 4a 2a 8a 7a 10a ,1,0,0,23,3,5,373,25,72,325,21,51,Mauquenchy,18000,14,2850,5,25,L. Verva,L. Verva,D. Fitoussi,"1'16""7",D. Fitoussi,1,,6,16,2.08,16.67,2.35,29.41,0,0,85,48,2,SINGALO,VANINA DE BEA,,,,"1'13""6",0,0,3187000,1650000,1537000,2242000,945000,0,0,2050,-1,19,15.79,26.32,3,5,0,0,0,0,0,2,1433266,50888,50888,0,0,0,,EUR,13278032,2021-12-22T06:50:53.000Z,2021-12-22T06:50:45.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,3,19000,Handel Turgot,M,4,30,0,194,,null,,,3,FF,FD,0,33080,7m Da 3a Da 4a 3a 6a Da ,7m Da 3a Da 4a 3a 6a Da Da (20) 6a 5a 3a Da 1a 2a 4a 1a 5a Da Da ,7,10,3,10,4,3,C. Terry,7a Da 8a 13a 6a 3a Da 9a 4a 6a Da 10a 10a 5a Da Da 7a Da 3a 13a 6a 10a 3a Da 10a 6a Da 2a Da 9a 3a 6a 4a 3a Da 12a Da 10a 4a 3a Da Da 4a Da 4a 13a 12a 1a Da 3a 8a Da Da Da 6a 11a Da 5a Da 2a 8a 11a Da Da Da 1a 9a 11a Da 7a 4a 8a Da 3a 3a 12a Da 10a 11a 10a 4a 6a 9a 9a 1a 3a Da 2a Da 3a Da Da 8a Da 3a 10a Da 12a 1a Da ,2,0,0,P. Terry,Dm Da 12a 5a Dm Da 13a 13a 6a 9a 4m 13a 2a Da 4a 1a 6a 11a Da 6m Dm 7a 11a 6a 3a 4a 9a 9a 4a 11a 2a 4a 13a 5a 3a 10a 8a 8m 10a 10a 9a 14a 5a 1a 1a 5a 6m 3a 12a 2a 10a 5m 9a 10a Da 9a 3a 6a Da 9a 2a Dm 3a 3a 4a 8a 13a 9a 1m 12a 10a 6a 6a 12a 2a 8a Dm 5a 9a 4a Dm 1a 3m 9a 9a 10a 13a Dm 1a Da 2m 6a Da 1a 2a 8a 2a Da 13a 8a ,1,0,0,20,2,6,1604,149,410,704,78,187,Paris-Vincennes,38000,10,2200,7,36,G. Monnier,P. Terry,S. Moison,"1'15""7",S. Moison,1,,11,27,8.89,22.22,6.67,12,0,0,75,45,0,GOETMALS WOOD,UNE DU MONT,,,,"1'12""3",0,0,3308000,1440000,1868000,842000,2466000,0,0,2050,-1,14,14.29,42.86,2,6,0,0,0,0,0,1,1379100,162102,42818,0,0,0,,EUR,13278033,2021-12-22T06:50:53.000Z,2021-12-22T06:50:47.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,4,19000,Haladin d'Argent,H,4,2.4,0,33,,null,,,4,DD,DD,0,35590,Da 1a Da 2a Da 1a Da 1a ,Da 1a Da 2a Da 1a Da 1a 2DIa 2a (20) Da 3a 6a 3a 3a ,10,1,10,2,10,1,PY. Verva,3m Da 3a 1a 9a Da 8a 1a Dm 3a 1a 8m 8a Dm 7m 3a Dm 6m 4m 12a 3a 7a Da 11a 11a 3a Da Dm Da 8m 5a 8m 10a 2a Da 14a Dm 8a 4a Da Da 5a 11a 6m 6a 8a 3a 4a 2a 5a 13a Dm 13a 1m 5a 6a 2a 2a 13a 1a Da 2a Da 3a 5a Da 9a 1a Da Dm 9a 12m 8m 7m 9a Da 2a 9a 9a Da 1a Da 1a 7a 8a 11a 12a 10a 3a 7m Da 11m 13a 2a Da 3a 2a 2a 2a 8a ,5,0,0,Y. Henry,6a 3a 2a 7a 6a 3a 8a 5a 6a 9a 4a 7a Da 12a 5m 7a Dm 5m Da 1a 7a 6a 2a 1a 2a 6a 6a 13a 1m 3a 5a 6a 3a 3a 5a 5a 1a 1a 5DIa 5a 1a 1a Dm Da 4m 4a 10a Da 1a 2a Da 5a Da 3a 1a Da 2a 4a 1a 2a 4a Da 3a 1a 1a 3a 4a 1a 3a Da 6a 10a 2a 8a 2a 1a 1a Da Da 3a 2a 4a 9a 3a 8a 11a 7a 1a 6a 8a 1a Da 12a Da 2a 10a 2a 7a 1a Da ,3,0,0,15,3,8,689,103,223,956,82,276,Paris-Vincennes,29000,15,2850,DAI,6.6,M. Abrivard,Y. Henry,Y. Henry,,Y. Henry,1,,9,29,0,0,4.05,18.92,0,0,148,1,0,ALADIN D'ECAJEUL,ILIANIE,,,,"1'14""4",0,0,3559000,2250000,1309000,2975000,584000,0,0,2050,-1,1,100,100,1,1,0,0,0,0,0,1,1411693,66418,65878,0,0,0,,EUR,13278034,2021-12-22T06:50:53.000Z,2021-12-22T06:50:48.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,5,19000,Hors Cadre,H,4,11,0,4,,null,,,5,DF,DD,0,34730,Da 3a 9a 2a 8a 2a 1a 4a ,Da 3a 9a 2a 8a 2a 1a 4a 6a 4a 2a 2a Da 6a 5a Da Da (20) 7a 11a 1a 2a Da 6a ,10,3,9,2,8,2,F. Lecanu,2a Da 4a 3a 7a 12a Da Da Da 2a Da 9a 10a 5a 5a 11a 3a 6DIa 9a 10a 7a Da 4a 1a 7a 1a 8a 13a Da 8a 9a 7a 5a 8a 9a 5a 8a 4a Da 5a 8a 5a 10a Da 10a 5a Da 2DIa 5a 6a 3a 2a 8a 11a 4a Da 5a 7a 12a 9a 10a 11a 5a 3a 10a 8a Da 4a Da Da Da Da Da 5a 6a 4a 12a 2a Da 8a 4a 2a 2a 1a 8a 7a 3a Da 9a 8a Da 3a 1a 8DIa Da 5a 5a 9a Da 4a ,4,0,0,S. Leblond,4a Da Da 10a 7a Da 12a 5a 3a 11a 10a 3a 9a 3a 6a 6a 2a 3a 4a 2a Da 2a 9a Da 10a 11a Da 14a 10a Da Da Da 7a 8a Da 9a Da 8a 8a 9a Da 6a 10a 4a Da Da 6a 8a 8a 2a 3a Da 5a 7a 1a Da 1a 2a Da 8a Da Dm 4a 4a 8a 3a 9a 5a Da 6a 9a 6a 9a 4a Da 4a Da 8a Da 6a 3a 8a 6a 2a 6a 5a 8m 9a Da 10a 7a Da Da 2a Da Da 7a 8a Da 1a ,4,0,0,24,2,8,209,10,45,883,57,203,Paris-Vincennes,29000,16,2175,DAI,53,F. Lecanu,S. Leblond,Ecurie de la Frenaie,,Ecurie de la Frenaie,4,,6,23,2.33,20.93,4.87,22.38,0,33.33,554,86,3,SURCOUF DE LAUBOIS,BASTA IDEALE,,,,"1'15""1",0,0,3473000,1080000,2393000,2620000,853000,0,0,2050,-1,14,0,21.43,0,3,3,0,33.33,0,1,1,1389853,99011,87035,0,0,0,,EUR,13278035,2021-12-22T06:50:53.000Z,2021-12-22T06:50:49.000Z
4,3,1327803,2021-12-22,Cabourg,,2050,11,Attelé,6,19000,Henjoy de Mongochy,H,4,2.4,0,37,,null,,,6,PD,PD,0,34460,1a 4a 2a 3a 8a 8a 2a Da ,1a 4a 2a 3a 8a 8a 2a Da Da (20) 2a Da 1a 2a 7a Da 1a Da ,1,4,2,3,8,8,A. Desmottes,4a 9a 1a 3a Da 9a 5a 5a 5a 7a 5a Da 4a 7a 4a 8a 1a 7DIa Da 10a 9a 8a 8a 12a 13a 5a 10a 2a Da Da 4a Da 8a 5a 16a 3a 2a 2a 4a 2a 5a 10a 4a 1a 1a 9a Da 2a 7a 3a 9a 6a 5a Da 1a Da 9a Da 2a Da 7a 3a 12a 4a Da 2a 3a 9a 3a 2a 2a 2a 2a 3a 3a 9a 6a 2a 9a 9a Da 6a 4a 5a 4a 2a 7a 1a Da 3a 4a 6a Da 8a 8a 4a 7a 3a 8a 2a ,3,0,0,A. Desmottes,4a 2a 1a Da 3a 3m Da 9a 1m 5a 3m 2m 3m 5a 7a 5a Da 6m 6a 4a 7a 11a 4a 8a 1a 5m 10a 5a 9a 4m 2m 9a Da 2DIm 11a 8a 8a 12a 4a Da 4m 5a 10a 2a Da 1m Da 4a Dm 8a 12a Da 5a 3m 11a 16a 2a 1m 9a 2a Da Da 13a 8a 9a Da 2m 9m 11a 1m 1m 5a Dm 4a 10a 4a 6a 7m 3DIm 3a Da 4a 10a 4a 1a 2m 1a 9a Da 2a 6a 5a 4m 6a 7a 3a 9a 6a 5a Da ,3,0,0,18,3,8,349,29,103,200,15,61,Caen,12000,13,2450,1,0,A. Desmottes,A. Desmottes,Ecurie Arnaud Desmottes,"1'13""9",Ecurie Arnaud Desmottes,1,,8,31,13.75,30,15.91,31.82,0,0,44,80,0,QUALMIO DE VANDEL,RAYONNANTE,,,,"1'13""9",0,0,3446000,1710000,1736000,1662000,1784000,0,0,2050,-1,11,27.27,54.55,3,6,0,0,0,0,0,1,1386516,27274,27274,0,0,0,,EUR,13278036,2021-12-22T06:50:53.000Z,2021-12-22T06:50:49.000Z
